,fecha,zona,cod,evento,tipoevento,unixtime,s_p,duracion,amplitudctas,frecuencia,energia,est,latitud,longitud,profundidad,magduracion,nfases,gap,distmedia,rms,erh,erz,calidad,nestaciones,ml,comp,idvolc,q,dr,tipoloc,idtipoevento,idevento,amplitud_ums,estacion,tiempo_origen,id_usuario,id_loc,ml_pre,software,etiqueta,distancia,direccion,idscnl,energia_full_waveform
307,2022-01-03 17:33:08.000083,2,9,220103_173308_29VT,VT,1641231188.83,0.63,11.83,,6.79,,252,-36.8435,-71.3455,3.08,0.73,8.0,283.0,1.0,0.03,0.3,0.2,C1,5.0,1.0,,21,,0.55,1.0,21,715,3.3,SHG,1641231187.34,53,3695.0,0.8,apaweb,,3.9,ENE,229,
308,2022-01-03 17:35:29.000092,2,9,220103_173529_29VT,VT,1641231329.92,0.96,14.03,,6.89,,252,-36.833833,-71.338833,3.73,1.02,13.0,271.0,2.2,0.07,0.6,0.3,C1,8.0,1.4,,21,,1.62,1.0,21,716,9.91,SHG,1641231328.21,53,120.0,1.3,apaweb,,5.1,NNE,229,
316,2022-01-03 18:09:01.000061,2,9,220103_180901_29VT,VT,1641233341.61,0.77,17.5,,8.9,,252,-36.836667,-71.3305,3.39,1.35,13.0,151.0,2.4,0.02,0.1,0.2,B1,8.0,1.4,,21,,2.07,1.0,21,724,16.35,SHG,1641233339.35,53,116.0,1.5,apaweb,,5.4,ENE,229,
317,2022-01-03 18:13:47.000076,2,9,220103_181347_29VT,VT,1641233627.76,0.87,10.47,,7.13,,252,-36.8285,-71.334333,2.89,0.35,7.0,311.0,2.9,0.03,0.5,0.6,C1,4.0,1.2,,21,,0.91,1.0,21,725,5.74,SHG,1641233626.4,53,115.0,1.0,apaweb,,5.8,NNE,229,
319,2022-01-03 18:14:31.000013,2,9,220103_181431_29VT,VT,1641233671.13,0.52,15.62,,8.88,,252,-36.8395,-71.3405,3.66,0.0,12.0,267.0,1.6,0.07,0.5,0.3,C1,8.0,1.4,,21,,2.13,1.0,21,727,16.77,SHG,1641233669.35,53,114.0,1.5,apaweb,,4.5,ENE,229,
320,2022-01-03 18:22:19.000011,2,9,220103_182219_29VT,VT,1641234139.11,0.78,14.55,,6.13,,252,-36.826667,-71.355,0.88,1.02,12.0,305.0,2.8,0.25,1.6,0.9,C1,8.0,1.1,,21,,0.79,1.0,21,728,4.29,SHG,1641234137.75,53,113.0,1.0,apaweb,,4.9,NNE,229,
321,2022-01-03 18:56:31.000013,2,9,220103_185631_29VT,VT,1641236191.13,1.02,15.09,,8.9,,252,-36.834667,-71.332333,3.34,0.93,19.0,153.0,2.5,0.12,0.4,0.8,B1,10.0,1.3,,21,,3.15,1.0,21,729,24.92,SHG,1641236189.2,53,52.0,1.7,apaweb,,5.4,ENE,229,
322,2022-01-03 18:57:01.000002,2,9,220103_185701_29VT,VT,1641236221.02,0.83,9.89,,7.18,,252,-36.839333,-71.344667,2.99,0.95,9.0,291.0,1.5,0.1,1.0,0.4,C1,6.0,1.1,,21,,0.78,1.0,21,734,4.97,SHG,1641236219.42,53,112.0,1.0,apaweb,,4.3,NNE,229,
324,2022-01-03 18:58:27.000062,2,9,220103_185827_29VT,VT,1641236307.62,0.68,9.69,,8.95,,252,-36.8405,-71.3375,3.48,0.55,7.0,298.0,1.7,0.02,0.2,0.2,C1,4.0,1.2,,21,,0.91,1.0,21,730,7.21,SHG,1641236306.09,53,110.0,1.1,apaweb,,4.7,ENE,229,
326,2022-01-03 19:05:32.000039,2,9,220103_190532_29VT,VT,1641236732.39,0.67,10.88,,6.56,,252,-36.844,-71.329,2.39,0.23,6.0,308.0,2.1,0.05,0.9,0.6,C1,4.0,0.9,,21,,0.94,1.0,21,732,5.47,SHG,1641236730.57,53,109.0,1.0,apaweb,,5.0,ENE,229,
327,2022-01-03 19:24:16.000022,2,9,220103_192416_29VT,VT,1641237856.22,0.85,11.84,,8.9,,252,-36.834667,-71.330667,2.84,0.62,19.0,153.0,2.6,0.09,0.4,0.4,B1,10.0,1.2,,21,,2.71,1.0,21,736,21.45,SHG,1641237854.45,53,53.0,1.6,apaweb,,5.5,ENE,229,
328,2022-01-03 19:24:35.000029,2,9,220103_192435_29VT,VT,1641237875.29,0.85,18.61,,8.9,,252,-36.839,-71.326333,2.96,1.03,16.0,147.0,2.6,0.08,0.4,0.3,B1,9.0,1.2,,21,,2.36,1.0,21,737,18.66,SHG,1641237873.67,53,54.0,1.5,apaweb,,5.5,ENE,229,
329,2022-01-03 19:27:50.000007,2,9,220103_192750_29VT,VT,1641238070.07,0.72,10.87,,8.9,,252,-36.843,-71.333667,3.26,1.02,8.0,279.0,1.8,0.04,0.5,0.4,C1,5.0,1.1,,21,,0.93,1.0,21,738,7.39,SHG,1641238067.9,53,108.0,1.1,apaweb,,4.8,ENE,229,
330,2022-01-03 19:34:22.000009,2,9,220103_193422_29VT,VT,1641238462.09,1.07,15.1,,6.89,,252,-36.853167,-71.351,2.7,1.3,9.0,144.0,0.2,0.09,0.8,0.6,B1,7.0,0.9,,21,,0.62,1.0,21,739,3.79,SHG,1641238460.79,53,3696.0,0.8,apaweb,,2.8,ENE,229,
333,2022-01-03 19:49:45.000002,2,9,220103_194945_29VT,VT,1641239385.02,0.8,12.51,,8.95,,252,-36.836167,-71.330833,3.37,1.4,8.0,308.0,2.5,0.01,0.1,0.1,C1,5.0,1.3,,21,,1.13,1.0,21,742,8.98,SHG,1641239383.2,53,105.0,1.2,apaweb,,5.4,ENE,229,
334,2022-01-03 19:59:47.000058,2,9,220103_195947_29VT,VT,1641239987.58,0.9,14.32,,6.89,,252,-36.842,-71.335167,3.34,1.14,8.0,299.0,1.7,0.02,0.2,0.2,C1,5.0,1.1,,21,,0.58,1.0,21,743,3.55,SHG,1641239986.12,53,104.0,0.9,apaweb,,4.7,ENE,229,
335,2022-01-03 20:04:48.000028,2,9,220103_200448_29VT,VT,1641240288.28,0.96,14.35,,7.99,,252,-36.8445,-71.328,4.35,1.08,12.0,161.0,2.2,0.09,0.6,0.5,B1,9.0,1.5,,21,,2.3,1.0,21,744,16.34,SHG,1641240286.6,53,103.0,1.5,apaweb,,5.1,ENE,229,
336,2022-01-03 20:05:26.000032,2,9,220103_200526_29VT,VT,1641240326.32,0.63,12.37,,8.9,,252,-36.842,-71.328,3.63,0.64,10.0,165.0,2.3,0.04,0.3,0.3,B1,6.0,1.2,,21,,1.87,1.0,21,746,14.82,SHG,1641240323.77,53,102.0,1.3,apaweb,,5.2,ENE,229,
337,2022-01-03 20:05:44.000016,2,9,220103_200544_29VT,VT,1641240344.16,0.8,16.9,,8.9,,252,-36.836667,-71.331,3.42,0.88,20.0,151.0,2.4,0.1,0.3,0.6,B1,10.0,1.5,,21,,4.14,1.0,21,745,32.75,SHG,1641240342.32,53,51.0,1.7,apaweb,,5.4,ENE,229,
338,2022-01-03 20:21:28.000031,2,9,220103_202128_29VT,VT,1641241288.31,0.61,8.9,,8.71,,252,-36.837167,-71.342333,3.43,1.08,6.0,296.0,1.8,0.02,0.5,0.3,C1,4.0,0.8,,21,,0.34,1.0,21,747,2.63,SHG,1641241286.15,53,101.0,0.6,apaweb,,4.6,NNE,229,
343,2022-01-03 20:49:28.000027,2,9,220103_204928_29VT,VT,1641242968.27,0.75,12.13,,8.9,,252,-36.835167,-71.333,3.62,0.95,9.0,179.0,2.4,0.03,0.3,0.3,B1,5.0,1.1,,21,,0.97,1.0,21,751,7.69,SHG,1641242966.56,53,99.0,1.1,apaweb,,5.3,ENE,229,
344,2022-01-03 20:56:19.000040,2,9,220103_205619_29VT,VT,1641243379.4,0.77,12.16,,8.9,,252,-36.831,-71.332167,2.77,0.81,10.0,185.0,2.8,0.08,0.9,1.1,C1,6.0,1.1,,21,,0.96,1.0,21,753,7.56,SHG,1641243377.88,53,98.0,1.1,apaweb,,5.7,NE,229,
345,2022-01-03 21:05:27.000072,2,9,220103_210527_29VT,VT,1641243927.72,0.71,12.28,,15.55,,252,-36.820333,-71.3185,0.73,0.64,7.0,324.0,4.5,0.2,1.0,0.7,C1,4.0,0.8,,21,,0.28,1.0,21,755,3.85,SHG,1641243925.28,53,97.0,0.6,apaweb,,7.4,NE,229,
347,2022-01-03 21:16:28.000038,2,9,220103_211628_29VT,VT,1641244588.38,0.72,13.28,,9.09,,252,-36.836167,-71.340833,4.06,0.8,8.0,297.0,1.9,0.18,2.0,1.4,C1,5.0,1.0,,21,,0.84,1.0,21,757,6.77,SHG,1641244586.8,53,96.0,1.0,apaweb,,4.8,NNE,229,
348,2022-01-03 21:20:38.000001,2,9,220103_212038_29VT,VT,1641244838.01,0.42,14.12,,8.9,,252,-36.837333,-71.332833,3.59,1.35,11.0,175.0,2.2,0.04,0.2,0.3,B1,7.0,1.2,,21,,1.55,1.0,21,758,12.28,SHG,1641244835.64,53,93.0,1.3,apaweb,,5.2,ENE,229,
349,2022-01-03 22:00:26.000062,2,9,220103_220026_29VT,VT,1641247226.62,0.96,21.34,,8.9,,252,-36.837167,-71.33,3.87,1.29,20.0,150.0,2.4,0.09,0.5,0.4,B1,10.0,1.9,,21,,10.41,1.0,21,759,82.33,SHG,1641247224.82,53,55.0,2.2,apaweb,,5.4,ENE,229,
350,2022-01-03 22:02:34.000077,2,9,220103_220234_29VT,VT,1641247354.77,1.13,15.13,,8.9,,252,-36.833,-71.332833,3.12,1.06,19.0,155.0,2.6,0.15,0.5,1.0,B1,10.0,1.3,,21,,2.43,1.0,21,760,19.18,SHG,1641247353.36,53,56.0,1.6,apaweb,,5.5,ENE,229,
351,2022-01-03 22:33:48.000012,2,9,220103_223348_29VT,VT,1641249228.12,0.98,32.59,,7.82,,252,-36.8415,-71.337167,3.98,1.64,15.0,147.0,1.6,0.06,0.4,0.3,B1,9.0,2.5,,21,,27.52,1.0,21,761,191.18,SHG,1641249226.42,29,57.0,2.6,apaweb,,4.6,ENE,229,
352,2022-01-03 22:36:20.000035,2,9,220103_223620_29VT,VT,1641249380.35,1.11,12.61,,9.64,,252,-36.838,-71.3345,3.99,0.84,10.0,175.0,2.1,0.04,0.3,0.2,B1,7.0,1.3,,21,,0.96,1.0,21,762,8.21,SHG,1641249378.57,29,90.0,1.2,apaweb,,5.0,ENE,229,
354,2022-01-03 22:46:30.000053,2,9,220103_224630_29VT,VT,1641249990.53,1.11,33.2,,5.38,,252,-36.834833,-71.3375,3.83,1.88,14.0,154.0,2.2,0.06,0.4,0.3,B1,10.0,2.3,,21,,21.42,1.0,21,764,102.48,SHG,1641249988.83,29,89.0,2.5,apaweb,,5.1,NE,229,
355,2022-01-03 23:19:35.000009,2,9,220103_231935_29VT,VT,1641251975.09,1.17,11.28,,14.24,,252,-36.841667,-71.335333,2.81,0.64,8.0,299.0,1.7,0.03,0.4,0.5,C1,5.0,0.8,,21,,0.48,1.0,21,793,6.13,SHG,1641251973.38,29,88.0,0.9,apaweb,,4.7,ENE,229,
360,2022-01-03 23:42:52.000059,2,9,220103_234252_29VT,VT,1641253372.59,1.33,30.81,,8.9,,252,-36.8415,-71.343,2.85,0.55,9.0,290.0,1.3,0.14,1.2,0.9,C1,6.0,1.4,,21,,1.32,1.0,21,798,10.42,SHG,1641253371.21,29,87.0,1.3,apaweb,,4.2,ENE,229,
362,2022-01-03 23:56:32.000018,2,9,220103_235632_29VT,VT,1641254192.18,0.63,14.32,,15.47,,252,-36.834833,-71.331333,3.03,0.8,10.0,153.0,2.5,0.03,0.2,0.3,B1,7.0,1.1,,21,,0.96,1.0,21,800,13.24,SHG,1641254189.79,29,86.0,1.1,apaweb,,5.5,ENE,229,
363,2022-01-04 00:11:03.000050,2,9,220104_001103_29VT,VT,1641255063.5,0.97,38.53,,6.57,,252,-36.838167,-71.3355,3.8,1.88,14.0,150.0,2.0,0.07,0.3,0.3,B1,9.0,2.5,,21,,36.71,1.0,21,801,214.26,SHG,1641255061.82,29,60.0,2.6,apaweb,,5.0,ENE,229,
364,2022-01-04 00:12:45.000019,2,9,220104_001245_29VT,VT,1641255165.19,1.03,39.68,,6.54,,252,-36.842833,-71.332167,3.85,1.96,15.0,145.0,1.9,0.07,0.5,0.4,B1,10.0,2.7,,21,,55.32,1.0,21,802,321.67,SHG,1641255163.51,29,59.0,2.8,apaweb,,4.9,ENE,229,
365,2022-01-04 00:13:34.000054,2,9,220104_001334_29VT,VT,1641255214.54,0.91,29.23,,7.52,,252,-36.839333,-71.330667,3.27,1.85,14.0,148.0,2.2,0.06,0.3,0.5,B1,9.0,1.9,,21,,5.81,1.0,21,803,38.84,SHG,1641255212.82,29,82.0,1.9,apaweb,,5.2,ENE,229,
366,2022-01-04 00:14:53.000019,2,9,220104_001453_29VT,VT,1641255293.19,1.09,17.38,,7.54,,252,-36.843,-71.3305,3.33,1.4,13.0,144.0,2.0,0.03,0.2,0.2,B1,8.0,1.5,,21,,1.52,1.0,21,804,10.18,SHG,1641255291.58,29,1036.0,1.3,apaweb,,5.0,ENE,229,
367,2022-01-04 00:18:35.000033,2,9,220104_001835_29VT,VT,1641255515.33,0.75,15.89,,9.64,,252,-36.836167,-71.330833,3.0,1.3,13.0,151.0,2.5,0.35,1.4,1.8,C1,9.0,1.3,,21,,0.85,1.0,21,805,7.24,SHG,1641255513.7,29,3697.0,1.0,apaweb,,5.4,ENE,229,
368,2022-01-04 00:19:13.000013,2,9,220104_001913_29VT,VT,1641255553.13,1.05,10.94,,5.93,,252,-36.849333,-71.334,4.26,0.95,9.0,154.0,1.5,0.07,0.5,0.5,B1,5.0,1.2,,21,,0.73,1.0,21,839,3.83,SHG,1641255551.36,29,3698.0,1.0,apaweb,,4.4,ENE,229,
369,2022-01-04 00:34:38.000054,2,9,220104_003438_29VT,VT,1641256478.54,1.16,18.47,,5.46,,252,-36.837667,-71.333333,3.41,1.22,14.0,175.0,2.2,0.08,0.4,0.8,B1,9.0,2.0,,21,,6.65,1.0,21,840,32.23,SHG,1641256476.84,29,63.0,2.0,apaweb,,5.1,ENE,229,
370,2022-01-04 00:34:56.000013,2,9,220104_003456_29VT,VT,1641256496.13,1.12,18.56,,5.41,,252,-36.841833,-71.337833,3.62,1.59,16.0,147.0,1.6,0.08,0.3,0.4,B1,10.0,2.2,,21,,13.1,1.0,21,841,62.94,SHG,1641256494.54,29,62.0,2.2,apaweb,,4.5,ENE,229,
371,2022-01-04 00:51:36.000081,2,9,220104_005136_29VT,VT,1641257496.81,1.17,27.58,,5.91,,252,-36.841667,-71.332,3.82,1.65,14.0,146.0,2.0,0.09,0.5,0.5,B1,9.0,1.9,,21,,5.72,1.0,21,843,30.03,SHG,1641257495.08,29,83.0,1.9,apaweb,,5.0,ENE,229,
372,2022-01-04 00:53:59.000057,2,9,220104_005359_29VT,VT,1641257639.57,1.12,17.7,,5.96,,252,-36.847333,-71.322833,3.04,1.35,14.0,139.0,2.5,0.1,0.4,0.6,B1,10.0,1.4,,21,,1.98,1.0,21,844,10.46,SHG,1641257637.86,29,3700.0,1.4,apaweb,,5.4,ENE,229,
373,2022-01-04 01:08:06.000086,2,9,220104_010806_29VT,VT,1641258486.86,0.96,29.27,,7.56,,252,-36.838333,-71.3365,3.97,1.45,12.0,176.0,1.9,0.07,0.4,0.3,B1,8.0,1.7,,21,,3.51,1.0,21,845,23.56,SHG,1641258485.14,29,273.0,1.7,apaweb,,4.9,ENE,229,
374,2022-01-04 01:11:32.000096,2,9,220104_011132_29VT,VT,1641258692.96,1.07,18.73,,7.56,,252,-36.840167,-71.334,4.0,0.81,15.0,148.0,1.9,0.13,0.5,0.5,B1,9.0,1.6,,21,,2.35,1.0,21,847,15.82,SHG,1641258691.26,29,450.0,1.5,apaweb,,4.9,ENE,229,
377,2022-01-04 01:19:22.000062,2,9,220104_011922_29VT,VT,1641259162.62,0.95,20.22,,5.43,,252,-36.841333,-71.333833,3.59,1.71,15.0,146.0,1.9,0.05,0.3,0.3,B1,9.0,2.3,,21,,19.59,1.0,21,859,94.52,SHG,1641259160.93,29,61.0,2.3,apaweb,,4.9,ENE,229,
378,2022-01-04 01:20:32.000006,2,9,220104_012032_29VT,VT,1641259232.06,1.05,19.4,,5.46,,252,-36.84,-71.331667,2.86,1.62,16.0,147.0,2.1,0.08,0.4,0.4,B1,10.0,1.8,,21,,4.8,1.0,21,861,23.27,SHG,1641259230.44,29,65.0,1.7,apaweb,,5.1,ENE,229,
381,2022-01-04 01:35:50.000009,2,9,220104_013550_29VT,VT,1641260150.09,1.2,23.46,,9.64,,252,-36.842667,-71.330167,3.14,1.49,12.0,144.0,2.1,0.17,0.7,0.9,C1,8.0,1.3,,21,,0.72,1.0,21,865,6.16,SHG,1641260148.52,29,3702.0,1.1,apaweb,,5.0,ENE,229,
382,2022-01-04 01:42:18.000064,2,9,220104_014218_29VT,VT,1641260538.64,0.78,14.13,,8.9,,252,-36.8415,-71.327,2.67,1.35,12.0,145.0,2.4,0.05,0.3,0.3,B1,8.0,1.4,,21,,2.68,1.0,21,866,21.16,SHG,1641260536.93,29,274.0,1.5,apaweb,,5.3,ENE,229,
383,2022-01-04 01:49:08.000073,2,9,220104_014908_29VT,VT,1641260948.73,1.0,24.64,,5.41,,252,-36.8365,-71.334833,3.17,1.6,13.0,178.0,2.2,0.05,0.3,0.4,B1,8.0,1.8,,21,,5.78,1.0,21,867,27.75,SHG,1641260947.06,29,73.0,1.9,apaweb,,5.1,ENE,229,
384,2022-01-04 01:50:14.000060,2,9,220104_015014_29VT,VT,1641261014.6,1.42,12.39,,6.79,,252,-36.8355,-71.335167,3.17,1.02,12.0,180.0,2.3,0.09,0.4,0.6,B1,7.0,1.2,,21,,0.81,1.0,21,868,4.9,SHG,1641261013.0,29,3704.0,1.0,apaweb,,5.2,ENE,229,
386,2022-01-04 01:54:05.000020,2,9,220104_015405_29VT,VT,1641261245.2,1.21,16.45,,5.43,,252,-36.837167,-71.338167,3.6,1.47,14.0,152.0,2.0,0.03,0.2,0.2,B1,9.0,2.0,,21,,13.04,1.0,21,870,62.93,SHG,1641261243.52,29,72.0,2.3,apaweb,,4.9,ENE,229,
387,2022-01-04 01:58:00.000065,2,9,220104_015800_29VT,VT,1641261480.65,0.63,13.41,,9.47,,252,-36.836167,-71.327,2.47,1.08,11.0,174.0,2.7,0.08,0.4,0.8,B1,6.0,1.0,,21,,0.81,1.0,21,871,6.78,SHG,1641261478.03,29,3706.0,1.0,apaweb,,5.7,ENE,229,
389,2022-01-04 02:22:33.000095,2,9,220104_022233_29VT,VT,1641262953.95,1.31,15.44,,9.64,,252,-36.836667,-71.336667,3.41,1.14,10.0,179.0,2.1,0.06,0.5,0.5,B1,7.0,1.0,,21,,0.8,1.0,21,873,6.87,SHG,1641262952.3,29,3707.0,1.1,apaweb,,5.0,ENE,229,
392,2022-01-04 02:27:40.000076,2,9,220104_022740_29VT,VT,1641263260.76,0.82,21.07,,9.62,,252,-36.8385,-71.3295,2.73,1.08,15.0,149.0,2.4,0.06,0.4,0.3,B1,9.0,1.5,,21,,1.63,1.0,21,876,13.9,SHG,1641263259.14,29,3709.0,1.3,apaweb,,5.4,ENE,229,
393,2022-01-04 02:29:18.000085,2,9,220104_022918_29VT,VT,1641263358.85,0.97,16.87,,7.56,,252,-36.836,-71.336,3.09,1.53,13.0,179.0,2.2,0.11,0.6,0.8,B1,9.0,1.5,,21,,1.45,1.0,21,877,9.77,SHG,1641263357.27,29,3711.0,1.2,apaweb,,5.1,ENE,229,
394,2022-01-04 02:30:03.000093,2,9,220104_023003_29VT,VT,1641263403.93,1.2,24.76,,7.06,,252,-36.835167,-71.3365,3.52,1.65,15.0,154.0,2.2,0.06,0.2,0.3,B1,10.0,2.6,,21,,44.07,1.0,21,878,276.39,SHG,1641263402.12,29,74.0,2.8,apaweb,,5.1,ENE,229,
395,2022-01-04 02:57:42.000014,2,9,220104_025742_29VT,VT,1641265062.14,1.05,17.21,,5.41,,252,-36.835333,-71.3375,3.2,0.95,14.0,154.0,2.1,0.05,0.2,0.4,B1,9.0,1.9,,21,,8.44,1.0,21,879,40.57,SHG,1641265060.49,29,275.0,2.0,apaweb,,5.0,NE,229,
396,2022-01-04 02:58:01.000011,2,9,220104_025801_29VT,VT,1641265081.11,1.24,16.52,,6.77,,252,-36.8375,-71.339167,3.82,0.73,11.0,179.0,1.9,0.04,0.4,0.3,B1,7.0,1.7,,21,,3.36,1.0,21,880,20.19,SHG,1641265079.52,29,276.0,1.7,apaweb,,4.8,ENE,229,
397,2022-01-04 02:58:21.000075,2,9,220104_025821_29VT,VT,1641265101.75,1.04,23.41,,6.87,,252,-36.837333,-71.337167,3.68,1.67,16.0,151.0,2.0,0.06,0.3,0.3,B1,10.0,1.9,,21,,6.77,1.0,21,881,41.3,SHG,1641265100.01,29,76.0,2.0,apaweb,,4.9,ENE,229,
398,2022-01-04 03:12:42.000049,2,9,220104_031242_29VT,VT,1641265962.49,1.26,12.36,,6.75,,252,-36.8425,-71.323,1.82,1.25,14.0,143.0,2.7,0.13,0.6,0.8,B1,10.0,1.5,,21,,1.79,1.0,21,887,10.76,SHG,1641265961.1,29,3713.0,1.4,apaweb,,5.6,ENE,229,
400,2022-01-04 03:14:57.000014,2,9,220104_031457_29VT,VT,1641266097.14,1.26,19.22,,6.77,,252,-36.839833,-71.338,3.99,1.3,15.0,149.0,1.7,0.07,0.3,0.2,B1,9.0,1.8,,21,,3.39,1.0,21,889,20.37,SHG,1641266095.49,29,277.0,1.7,apaweb,,4.7,ENE,229,
401,2022-01-04 03:15:44.000042,2,9,220104_031544_29VT,VT,1641266144.42,0.85,12.25,,7.08,,252,-36.840667,-71.338333,3.78,0.95,8.0,173.0,1.6,0.03,0.4,0.4,B1,5.0,1.2,,21,,1.15,1.0,21,890,7.23,SHG,1641266142.46,29,3714.0,1.1,apaweb,,4.6,ENE,229,
402,2022-01-04 03:22:54.000052,2,9,220104_032254_29VT,VT,1641266574.52,1.26,23.74,,6.85,,252,-36.837333,-71.337667,3.71,1.08,16.0,151.0,1.9,0.06,0.3,0.2,B1,9.0,1.9,,21,,4.11,1.0,21,891,25.03,SHG,1641266572.86,29,278.0,1.8,apaweb,,4.9,ENE,229,
403,2022-01-04 03:31:28.000013,2,9,220104_033128_29VT,VT,1641267088.13,0.77,21.68,,6.1,,252,-36.836333,-71.3375,3.67,1.65,16.0,153.0,2.1,0.05,0.2,0.3,B1,9.0,2.3,,21,,25.32,1.0,21,884,137.27,SHG,1641267086.38,29,281.0,2.5,apaweb,,5.0,ENE,229,
404,2022-01-04 03:32:31.000054,2,9,220104_033231_29VT,VT,1641267151.54,1.0,15.82,,6.1,,252,-36.8375,-71.333333,3.16,1.4,15.0,175.0,2.2,0.06,0.3,0.4,B1,9.0,2.0,,21,,11.06,1.0,21,885,59.94,SHG,1641267149.84,29,284.0,2.2,apaweb,,5.2,ENE,229,
406,2022-01-04 03:37:47.000034,2,9,220104_033747_29VT,VT,1641267467.34,0.89,34.32,,6.7,,252,-36.836,-71.336833,3.49,1.73,17.0,153.0,2.1,0.07,0.3,0.3,B1,10.0,2.8,,21,,69.41,1.0,21,883,413.2,SHG,1641267465.66,29,75.0,3.0,apaweb,,5.0,ENE,229,
413,2022-01-04 03:59:55.000094,2,9,220104_035955_29VT,VT,1641268795.94,1.25,20.56,,5.43,,252,-36.837667,-71.34,3.82,1.4,13.0,179.0,1.8,0.03,0.2,0.2,B1,8.0,1.7,,21,,4.17,1.0,21,900,20.13,SHG,1641268794.37,29,285.0,1.8,apaweb,,4.7,NE,229,
415,2022-01-04 04:13:06.000016,2,9,220104_041306_29VT,VT,1641269586.16,1.1,15.97,,8.71,,252,-36.837333,-71.339833,3.76,-0.89,14.0,180.0,1.8,0.06,0.4,0.4,B1,8.0,1.6,,21,,2.14,1.0,21,902,16.58,SHG,1641269584.52,29,452.0,1.4,apaweb,,4.7,NE,229,
416,2022-01-04 04:13:12.000052,2,9,220104_041312_29VT,VT,1641269592.52,1.65,19.17,,6.87,,252,-36.844667,-71.339,4.25,0.88,7.0,166.0,1.3,0.03,0.5,0.3,B1,5.0,1.8,,21,,3.13,1.0,21,903,19.1,SHG,1641269591.2,29,453.0,1.6,apaweb,,4.3,ENE,229,
419,2022-01-04 04:25:53.000094,2,9,220104_042553_29VT,VT,1641270353.94,1.21,16.36,,5.41,,252,-36.8425,-71.333167,3.41,0.88,14.0,145.0,1.8,0.1,0.4,0.4,B1,9.0,1.6,,21,,3.51,1.0,21,906,16.86,SHG,1641270352.28,29,454.0,1.7,apaweb,,4.8,ENE,229,
420,2022-01-04 04:26:12.000075,2,9,220104_042612_29VT,VT,1641270372.75,1.13,20.75,,7.54,,252,-36.837667,-71.337833,4.06,1.2,14.0,178.0,1.9,0.08,0.3,0.3,B1,8.0,1.9,,21,,4.37,1.0,21,907,29.26,SHG,1641270371.07,29,286.0,1.8,apaweb,,4.8,ENE,229,
421,2022-01-04 04:27:19.000040,2,9,220104_042719_29VT,VT,1641270439.4,1.01,27.41,,7.55,,252,-36.837167,-71.336333,3.69,1.3,16.0,151.0,2.0,0.07,0.3,0.2,B1,9.0,1.9,,21,,8.94,1.0,21,908,59.95,SHG,1641270437.72,29,287.0,2.1,apaweb,,5.0,ENE,229,
425,2022-01-04 04:50:43.000044,2,9,220104_045043_29VT,VT,1641271843.44,1.67,27.39,,5.46,,252,-36.836833,-71.3385,3.65,1.08,10.0,180.0,1.9,0.04,0.3,0.3,B1,7.0,1.6,,21,,3.53,1.0,21,912,17.1,SHG,1641271842.68,29,455.0,1.7,apaweb,,4.9,ENE,229,
426,2022-01-04 05:08:18.000087,2,9,220104_050818_29VT,VT,1641272898.87,1.23,23.21,,8.9,,252,-36.835833,-71.3315,2.95,1.58,14.0,152.0,2.4,0.04,0.2,0.2,B1,9.0,1.6,,21,,5.02,1.0,21,913,39.73,SHG,1641272897.11,29,288.0,1.9,apaweb,,5.4,ENE,229,
430,2022-01-04 06:13:48.000098,2,9,220104_061348_29VT,VT,1641276828.98,0.85,20.83,,8.71,,252,-36.838333,-71.342667,3.99,0.88,13.0,180.0,1.6,0.03,0.2,0.1,B1,7.0,1.5,,21,,1.98,1.0,21,917,15.35,SHG,1641276827.08,29,456.0,1.4,apaweb,,4.5,NNE,229,
437,2022-01-04 06:32:52.000090,2,9,220104_063252_29VT,VT,1641277972.9,1.14,21.79,,5.43,,252,-36.836333,-71.3375,3.63,1.45,13.0,180.0,2.1,0.04,0.3,0.3,B1,8.0,1.8,,21,,4.86,1.0,21,924,23.46,SHG,1641277971.19,29,290.0,1.7,apaweb,,5.0,ENE,229,
438,2022-01-04 06:37:31.000036,2,9,220104_063731_29VT,VT,1641278251.36,0.93,26.55,,8.9,,252,-36.8355,-71.333167,3.49,1.73,13.0,153.0,2.4,0.02,0.1,0.2,B1,8.0,1.7,,21,,4.06,1.0,21,925,32.1,SHG,1641278249.53,29,292.0,1.8,apaweb,,5.3,ENE,229,
439,2022-01-04 06:46:48.000096,2,9,220104_064648_29VT,VT,1641278808.96,0.95,23.08,,8.9,,252,-36.8355,-71.335333,3.76,1.4,15.0,153.0,2.2,0.02,0.2,0.1,B1,10.0,1.8,,21,,5.6,1.0,21,926,44.3,SHG,1641278807.18,29,294.0,1.9,apaweb,,5.2,ENE,229,
442,2022-01-04 06:56:50.000078,2,9,220104_065650_29VT,VT,1641279410.78,0.74,19.53,,8.9,,252,-36.835333,-71.332,3.33,0.0,14.0,153.0,2.4,0.05,0.2,0.3,B1,8.0,1.4,,21,,2.54,1.0,21,929,20.09,SHG,1641279408.44,29,298.0,1.5,apaweb,,5.4,ENE,229,
